text	category
എന്നെ  എല്ലാരും  കൊന്നോളു...ഈ  പാട്ടൊഴിച്ചാൽ  എല്ലാം  അടിപൊളി  ആണ്.. എനിക്ക്  ഇഷ്ടപ്പെട്ടു.. But preview.. കണ്ടപ്പോഴേലും... ഇക്കാക്ക്  ഈ  പാട്ടു  ഒഴുവാക്കരുന്നു.. കാരണം... ഈ  സിറ്റുവേഷൻ ill  പാട്ട്  വേണ്ടാരുന്നു.. ഇക്കാക്  ഡാൻസ്  പറ്റില്ല . തിയേറ്ററിൽ  നല്ല  കൂവൽ  ആരുന്നു.... സവിത  ഫിലിം  സിറ്റി  കണ്ണൂർ... എന്നെ  കൊല്ലല്ലേ... ഞാൻ  ഒരു  താരത്തിന്റെയു ... ഭ്രാതാൻ  അല്ല..... നല്ല  പടങ്ങൾ  കാണും...	Negative
മവനെ കൊല ഗാൺഡ്ലെ ഇറ്ക്ക്  കൊല്ലാമെ വിടമാട്ടൈ	not-malayalam
Raja chaadiyal muttolam pinnem chaadiyal chattiyolam....	unknown_state
ബോഡ സുന്നി ദാവിദ്യാ കമാൻഡർ താ കാത്ത് ബോണ്ടാ സെസെ ഒപ്പ ബോണ്ടാ	Negative
Chettaaa trailr le queen nu mudi undalloo sania kuttyk mudi ilyaalo.. Apo pine naayika trailr irakumbo vere aarnno	unknown_state
Enna friendship day ku oru cake vangich kodk	unknown_state
Antony perumbavor undaya monemarayirikum dislike adikunath	unknown_state
ദേ YouTube Mairu 1 സർ കാഴ്‌ചകൾ ട്രെൻഡിംഗാണ്	Negative
ആ സമയത്ത് ഗൗഡ നാദ് ഹൈലിഗ്‌റ്റിജി ട്രോൾ മറ്റ് സപ്പോർട്ട് മോഡോവർ ബ്രോ ലൈഫിനെ കുറിച്ച് സംസാരിക്കുന്നു nal tiktok	Negative
0:53 daivathe konn daivathinte swandam nadayi...	unknown_state
Dislike full odiyan kanji fans	Negative
ചെയ്യുക അല്ലെങ്കിൽ മരിക്കുക. . മൺറോയെ വളർത്തൂ	Negative
Mamangam alla avante apppan vannallum eth vijayikkum	Positive
5 million views aavum ennu urappullavar like	unknown_state
നീ ഇപ്പോൾ എന്ത് ചെയ്യുകയാണ്?	Negative
Dislike adikkunna aalukal nthayalum nalla thanthakk pirannavaralla...angane ulla shikandikalkk ente naduviral pranamam	Negative
2.01 അക്ഷയ് കുമാർ പൾസ് ലൈക്ക് ചെയ്യുക.	Negative
23 k  unlike   hehe   idum  kanji  tanne	Negative
പാട്ട് കൊളമാക്കി എം ജയചന്ദ്രന്റെ ഈണം ഈ സിനിമക്ക് ഗുണം ചെയ്യില്ല	Negative
Ini mass Illa enn parayanda inn varum 7.00	unknown_state
അദേയ്യ് ലടുക്കു പാണ്ടി.... അതേങ്ങുടാ... നിന്റെ പയ്യന്റെ കയ്യിൽ നിന്ന് നാലിരട്ടി വാങ്ങി കുടിക്ക്.	Negative
ikka masalla marana massa ikka fansullavar likadicholu	Positive
സെറ്റർ അകലാ 2.ഓ മാസ് എന്ന വ്യാജ അച്ഛന്റെ കഥാപാത്രത്തെ അവതരിപ്പിച്ച നടനോട് പറയൂ, ഇത് പുഷ്	Negative
ഇത് കണ്ടപ്പോൾ വിജയ്, എനിക്കൊരു സംശയം തോന്നി, നീ ഒരു പടം എടുത്ത് കാശുകൊടുത്ത് വാങ്ങിയ കഥയാണ്.	Negative
Padam kandu feel aayi.... ee paattinnu Addicted aayi	Positive
മഡ്‌നെസ് ബട്ട് ഇ ബിൽഡ് ലൈക്ക് മഡ് മാസ്സ് ഫ്യൂറി റോഡ് മോവേ	Negative
Torrent il vannathinu shesham padam kanditt trailer kanan vannavarundo	unknown_state
ട്രൈലെർ നന്നായിട്ടുണ്ട്. ട്രൈലെർ കണ്ടപ്പോൾ ഒരേയൊരുചോദ്യം മാത്രം മനസ്സിൽ? ആരാണ് ഹീറോ? പൃഥ്വിരാജോ  അതോ സുരാജോ? എന്തായാലും സിനിമകാണാൻ ഞാൻ കാത്തിരിക്കുന്നു.	Positive
Veruthayayi kashu poyi pratheeshyode arum pokaruthe	Negative
118k like ithentha ingane?  Korachu mumbu 180k undarnnallo !!	unknown_state
Do panjavarna tatha kandu karajhatha vendum karayipiko ?	unknown_state
പാട്ട് അബദ്ധം, സിനിമ അടിപൊളി ആകുമെന്ന് പ്രതീക്ഷിക്കുന്നു	Mixed_feelings
Madhura Raja yil Madhuramaya Rani sunny chechi ne kaanaan katta waiting cheyyuntavar undo..?	unknown_state
സിനിമയുടെ പേര് നൽകി അപ്‌ലോഡ് ചെയ്യുക. ട്രെയിലർ എത്ര വലുതാണ്? പ്രമോസിനായി ഒന്നും ഉപേക്ഷിക്കരുത്	Negative
Director name ABRID SHINE ഇതൊരു ഒന്നൊന്നര ഐറ്റം തന്നെ ആയിരിക്കും	Positive
പറവക്ക് ശേഷം മ്മടെ കൊച്ചിക്കാരുടെ പടം വീണ്ടുംല്ലെ .ഇത് പൊളിക്കും മച്ചാനെ .	Positive
ഞാൻ വിചാരിച്ചത് സിമ്പുവാണ് കേടുപാട്..... സൂപ്പർസ്റ്റാർ രജനി ആകെ നാശം... ഹല തമിഴ് സിനിമ ൯.ദ്	Negative
ട്രാവൽ ആൻഡ് ഫുഡ്‌..... ഒട്ടേറെ ആഗ്രഹത്തോടെ പുതിയൊരു തുടക്കം ആണ് ഈ വ്ലോഗ്..... എല്ലാരുടേം സപ്പോർട്ട് പ്രതീക്ഷിക്കുന്നു   ജസ്റ്റ്‌ ഒന്ന് സബ്സ്ക്രൈബ് ചെയ്തേക്കണേ... അടിപൊളി വീഡിയോസ് പ്രോമിസ് ചെയുന്നു	unknown_state
ഹേയ്, ഇഷ്ടപ്പെടാതെ പറ്റില്ല, ഓടിച്ചോളൂ.. ഞാൻ കോള കണ്ടൂ..	Negative
Ehhhh.....  Paat vannnoooo?  Ittychayn ishtmmm	Positive
എനിക്ക് ഒരുപാട് ഒരുപാട് ഇഷ്ടപ്പെട്ടു ഈ ഗാനം	Positive
പ്രേമിക്കുന്നവാർക്ക് പറ്റിയ അടി പോളി song 🥰🥰🥰🤗🤗🤗	Positive
0.52 & 0.55 സെമ്മമൈ സൂപ്പർ സാൻസ് എ.....	Negative
Kidukkachi  ...katta waiting 4 Pooram....vijil polichu	Positive
ഗുഹന്റെ ഫാൻസ്‌ തൂറി എറിയുവാണല്ലോ.. ഈ അവസരത്തിൽ  പറയുന്നത് കൊണ്ട് ഒന്നും തോന്നരുത്  ഈ വല്ല്യ മാമയെക്കാൾ വലിയ തീട്ടം വേറെ കാണില്ല	Negative
നായിക നല്ലതല്ല, അവളും ഒരു maak upi ഉമ സീയിയാണ്. ..	Negative
ചരിത്രം സിനിമ ആക്കാനും  സിനിമ ചരിത്രം ആക്കാനും ഒരേയൊരു നടൻ Megastar Mammootty	Positive
ഇത്രയും ഗംഭീരമായ ഒരു ട്രെയിലർ ഞാൻ കണ്ടിട്ടില്ല.എന്നാൽ ഇതിന് ഡിവിഡിയിൽ ഉണ്ടാക്കിയതല്ല.	Negative
Royal Mech.... yenda college il mechanical la penn undu	unknown_state
നല്ലത് എന്താണെന്ന് കുറച്ച് തിരിച്ചറിയുക	Negative
മലയാളത്തിൽ ഫ്ലോപ്പ് ആയാലും, തമിഴ് റീമേക്ക് വിജയിനെ വെച്ച് ചെയ്തു സിദ്ദിഖ് ബ്ലോക്ക്‌ ബ്ലാസ്റ്റർ അടിക്കും..	unknown_state
@02:19 Ee scene theatril polikkum .... Lalettta :):>3	Positive
ഞങ്ങടെ സ്വാസൂന്റെ ബിഗ്‌സ്‌ക്രീനിലേക്കുള്ള ഒരു പൊൻതൂവലാവട്ടെ...  . PMJ   . All the  best മുത്തേ  ആകാംഷയോടെ കാത്തിരിക്കുന്നു....... SwasuuuuSwasuuu	Positive
കിളിച്ചുണ്ടൻ മാമ്പഴം റീലോഡഡ് .  മലയാളം സിനിമകൾ മാത്രം കാണുന്നവർക്ക് ,അന്തം വിട്ടിരിക്കാം .പ്രിയദർശനല്ലെ ,ഒരു വിധപ്പെട്ട എല്ലാ ഹോളിവുഡ് സിനിമയിൽ നിന്നും വിഷ്വൽസ് ചോർത്തിയിട്ടുണ്ടാകും .	Negative
വർഷം കഴിയുന്തോറും ഇതുപോലൊരു ക്രിക്കറ്റ് നമ്മുടെ അടുത്ത് വന്ന് ചിർർരൺ, ഇതൊരു ടീസറാണോ??? ടിവിയിലെ പോലെയുള്ള പരസ്യങ്ങളും നല്ലതാണ്	Negative
ഇപ്പോഴും ഈ പാട്ടും സിനിമയും ഇഷ്ടപ്പെടുന്നവർ.  നോക്കി നിക്കാതെ Like button കുത്തി പൊട്ടിക്ക്  kumblangi ishttam	unknown_state
മഹാനടനം ഏത്  ഒരു സൂപ്പർസ്റ്റാറും ചെയ്യാൻ  10 തവണ ആലോചിക്കും..  ഇവിടെ ഏതു കഥാപാത്രവും പൂർണതയിൽ എത്തിക്കാൻ വേണ്ടി ഉള്ള മരണ പ്രയത്നം തുടർന്ന് കൊണ്ടേ ഇരിക്കുന്നു..  ഇനി ഒന്നും ആരെയും prove ചെയ്യാൻ ഇല്ല..  എന്നാലും..  താൻ മരിക്കുവോളം ഒരു വിദ്യാർത്ഥി ആണ്..  മരിക്കുവോളം പൂർണതയിലേക്ക് എത്തുവാൻ ശ്രമിച്ചു കൊണ്ടേ ഇരിക്കും ഒരു നടൻ എന്ന നിലയിൽ എന്ന് പണ്ട് പറഞ്ഞത് ഇന്നും നെഞ്ചിൽ സൂക്ഷിക്കുന്നു..  സിനിമയുടെ ടെക്നിക്കൽ വശത്തിലെ  പോരായിമകൾ പലർക്കും മടുപ്പ് ഉണ്ടാക്കിയിട്ടുണ്ട്..  പക്ഷേ കുറുപ്പച്ചൻ  ഇക്കായുടെ അഭിനയ ഏടുകളിൽ സ്വർണലിപികളിൽ തന്നെ എഴുതി ചേർക്കേണ്ട ഒന്നാണ്	Positive
നിനക്ക് മാത്രം എന്താടാ എന്നോടിത്ര ചൊറിച്ചില്	unknown_state
വിനീത് ശ്രീനിവാസൻ ഫാൻസ് ആരെങ്കിലും ഉണ്ടോ?? Hit	unknown_state
ഞങ്ങളുടെ നേതാവ് എപ്പോഴും മസാജ് എന്ന് പറയുന്നവർ മാത്രം അടിച്ചു ലൈക്ക് ചെയ്യണം.......	Negative
Moving to 400k+ likes & 5M+ Views	not-malayalam
അതെ ഹുലിയ ഗിച്ചി ഗിച്ചി ഗിലി ഗിലി ഗാനം	Negative
ഈ charactor മരണ മാസ്സ് ആണ് മക്കളെ ഞാൻ ഈ സിനിമയിൽ ഉണ്ടായിരുന്നു.	Positive
Soubin ikka porikkuka aanallo Parava. Sudani from nigeria. Kumbalangi nights	Positive
ഇൗ പിള്ളേരൊക്കെ പറയുവല്ലോ എന്തുവാ കൊലമാസ്സ്‌ അത് തന്നെ	Positive
കൊള്ള പലിശകാരനായി പിറവിയെടുത്ത ആ അസുരൻ വരവറിയിക്കുന്നു....  കറുപ്പും കറുപ്പും അണിഞ്ഞു അസുരൻ രൂപത്തിൽ SHYLOCK....  Megstarism	unknown_state
അഴിച്ചുവിടരുത്, വഴക്കുണ്ടാക്കരുത്, സാധാരണക്കാരനാകരുത്, വഴക്കിടരുത്.	Negative
Trailer releasin munpe vann dislike adich pokunna kure vaanangal... 🤐 antha bayam irkattum...	Negative
Mmavvvane kola gaaandle irukke kollaaame vidamaaate... Phhhhaaaa semmma dialogue... Nice to see mammukka in energetic role at this age.🤘	not-malayalam
