text_trans	category
@d boss mania Kaili aagde iro shandru mai paruchkotave nnadak naav tale kedskolalla nndagar na nam karnataka dalle yavangu gottilla inna other state	Negative
tipp tipp togari tipp	unknown state
Elli politics jasti and beliyokke bedalla hotte kirchu padthare	Negative
huligesh S Santoo H	not-Kannada
Super rakshith shetty	unknown state
abhinay chakravarty. karunad kanmani .abhinay bhargav.kannada kala kusum.karunad simha.baadsha .kichcha sudip annan abhimanigarind i cinema shatdinotsav aachrisali	Positive
@SHASHIKALA B howda mam enge	Negative
halo far nan magange maan maryade ill ann illo enu agideyante yuno bharat-chaina fast keli ann nam deshkke droh bagge drohiannu ann innu swalp chennagi ugiri avanige	Negative
#Vp Sir Super singing	not-Kannada
GTA 5 BRO	unknown state
#handsup idu charitre srushisu avataar	Positive
Ravichandran vishnuwardha raajkumar Shankar nag elruna onde sari nodidangaythu..	Positive
namm deshdalli rajakiya dalli gellalu ig duddu bekagill pakistan athwa  islam mele  awaaz hawkidare avanige pradhani patt koduttarekhan namm morige musalmanarannu sai sode avar abhivruddhi	Negative
Hands up - 308k likes nBelageddu - 308k likes	Positive
Hemme aagutte sir. Neevu nijakku great	Positive
ayn music kottidiy guru..nI'm surrender to liriks	Positive
Super nimdu thuppu ella correct agi helidira	Positive
Ee song Virat Kohli & Modi ji ge perfect match akkati🥰n#ASN Rakshit anna	unknown state
kannada bhashe cinema yavudakku kadime ill endu nimm cinemad moolak gottaguttide......	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
yake dislike madtare mare? Addicted	Positive
Kannada promotion beda.. Kannadigaru nimmana gellistare	Positive
kathe sariagee tilidukolli..... please don't worng guide..... ashwattam shivan avataar.... indranalli sullu helidakkagi bhoomielli dirgh kali yagee avatarididru ashte...... krishna avarige shapisalill	Mixed feelings
Super more enjoyable	not-Kannada
Charitree shrushtisoo avatara!!!	Positive
Rakshasan Thamil BGM🤔🤔	not-Kannada
Buety.. Guru..	unknown state
ondakkint hechu baari kelidavaru like madi	Positive
Super anna tumba chanag ugididera	Negative
Pubge sontekorya kano	Mixed feelings
@Pawan Kv ya happy Sunday	not-Kannada
Shapaa kottavane Krishna ..avre ivaga badhukilla. Anthavreee	Negative
karnataka bittu bere kade promoshan maderpp sumne int movie na hal modbedi	Negative
Well said bro	not-Kannada
D bosss fans kade inda all the best prajju	Positive
Shaata  ivrnella borderg kalsbeku gotagutte	Negative
@Dhee Pu adu Acchhagannada	unknown state
Bro sorry ond matu nang eetara troll madodu ella ishta agtirlilla first time nimm videos nodi sakkath kushiaytu nd ur video really give a good msg	Mixed feelings
Different song	unknown state
Well said sir	Positive
last nalli spoon na eseyodu  pakka kudure krishna (rishabshetty sir)	Positive
enadaru tappiddare kshame irali..nhIgeV support madtiri naanu nimage entertainment kodtirtini...nhAgeV instgram allu kud follow madison	Positive
i chitra prajval aver karier chenj mado hage kantide rocky bhai yash abhimanigal kadeind shubhashaigalu🤗🤗🤗	Positive
basavaraj kencharaddy	unknown state
Becaz kannada movies are not producing good movies.	Negative
@Ŕävîñđŕå_02_GøWđřú bro evnu venkatesh kulkarni avr comments ge reply madidane adanna odudre nin education EE flop	Negative
Yenelbeko gothagtilla nim swabimanakke ondu Salam sir	Positive
@manju c hha	unknown state
Hook step is awesome	not-Kannada
@shiva prakash en guru ninn problem uu	Negative
Culprit @ 3	unknown state
guru supper nivu	Mixed feelings
togari tipp  nakku nagisuv kathan.	Positive
mag nin prasbaddh nirupane ge fida agode new subscribe mag suparb	Positive
DRUVA sarja- hit likenRakshith Shetty- commentsn	Mixed feelings
I like sir	not-Kannada
lave moovie andre nam bargettiro jan liku madtare hogalikenu kodtare sar but idell moovie ge kodta iro like all  i moovili iro lave sean mattu lave dilog ge ashte. hiroin hero ge propos madidre sakun nam jan best moovie anth hehtare but mowili tumba fault irutte family nodo tar irall. diya moovie tumba boring ide family jote nodo tar ill maneli obne nodoke best moovie gamalli nann prakaar diya kud ondu. ellar octing souper dilog souper but overall moovie li improvement beke beku illandre family nodell. nbejAr madcobedi idu nann anisike ashte.	Negative
@Nandi Parthasarathi one naite sige	Negative
Supergie halliediera bro	Positive
how u told ?nivu heg heltiya bro	Positive
Nanu film nodilla	Negative
ha devaru obaleyavarige yavagalu kasht kodedu sar nimge olledagalli... sar..	Positive
Super creative kannadiga	Positive
super togari tippa	Positive
@VARAPRASAD K K  being a darshan fannEetara Darshan sir helkotidara bere hero galna bayri antha.nnSumne yake bro	Mixed feelings
@DACCHU D BOSS naanu adanne hudukta idini 🤔	Mixed feelings
Sakkat  matu	Positive
Nkn last dialogue lit	Negative
Rakshit sir on fire ...benki..ollede aythu ha dagar inta olle vekthi ge siglila	Positive
Howdu tumba reveal mad bitru	Mixed feelings
ondolle chitrakke i reeti  chitramandir samasye agabaradu	Negative
Super bro.	not-Kannada
ha nam manegu bandiida ...	Negative
Ur just owsm man!!	not-Kannada
Sir solla video time kadime madi	Negative
shankar ashwath sar	unknown state
Ajneesh u beauty	Mixed feelings
Tik tok banu nan kicha Sudeep fanu egide  comment madi	Positive
boy badkobeku hadu kelidare	Negative
Movie is awesome	Positive
Hands up kannadigaru🤚	Mixed feelings
togari  tipp souper  hasya kath	Positive
Rakshit Shettre... adbhuta kannada pada balike..devara haage bandu kannada chitrarangavannu badukisuttiddiri..	Mixed feelings
Nonsense Kannada rost	Negative
naav lakshmeshwar davar nsUpar	Positive
dhruv bass abhimanigarhu like madi	unknown state
I love India	not-Kannada
RAKSHIT SHETTY avar nijavad abhimanigarhu namm chanell ge SUBSCRIBE  agihan	Positive
Super agi helidiya guru	Positive
da//shambhu baligarar maatu huggi halu undashtu ruchi... naanu balyadindle avar i hasya kathegainnu kelutt beledavanu...	Positive
Ultimate bro nice msg	not-Kannada
@Raj T yes	unknown state
nij na ishtu channagi  helidir	Mixed feelings
@AJITH S SHETTY appreciate madtaidane guru	Negative
Supar anna supar	Positive
Nice	not-Kannada
Superb song nange esta aytu	Positive
mindry maklige sariage ugdiddiya guru	Negative
Sir naanu Visakhapatnam li iradhu	unknown state
Hhhhhhhhhhhhhhhhhhhhhiiiiiiiiiiiiiiiiiiinnnnnnnnnnnnndddddddddddddiiiiiiiiiiiiiiiiiiiiii song kaha hya???????	not-Kannada
es souper san	Positive
Ganesh Bhat -beduv avashyakate nannage illappa beqadare nine baa pri agi ut haktini.	Negative
Plz sir u r great	not-Kannada
ADBHUTHA  Sathya	Positive
Who hate rashmika mandana like heare	unknown state
What a making 🤭🤭🤭 suppppperrrrr rakshith Shetty bro...ur a genius...Nam kannada indestry and kannadigru yargu yavdhrallu kadme Ella.. hatsup sir	Positive
Plz dayvitto Kannada Film industry yali ivrgge Film gallali chence koddi yappa	Positive
ibbaru  kalkare	Positive
Hands up ka Hindi version bhi upload krdo yrr plzz	not-Kannada
haudo hulia  gichi gichi gili gili hadu	Negative
Song like kotigabba 2 track	unknown state
Super togari tippa	Positive
Exlent movie my favorite movie	Positive
super bro bikat china	unknown state
Super  songs	not-Kannada
kannada da hemmey motondu chitra	Positive
idu charitre srushtiso avataar	Positive
@Nandi Parthasarathi le lofar munde nandini.... maneli helbittu bandidiya taane... tu lofar munde... yake beku ninge ivella hadaragitti	Negative
DIYA a awesome film... jana barodakke idraddu prachara swalpa kammi aythu annisthide..istu olle movie ge jana baralla andre bere reason yenide..kelavu films olledildidru kaali pracharadindle hit agatthe.	Mixed feelings
E film baari ede ante guru nodle beku	Positive
Love you darling	unknown state
Ee song ge dislike yakro madtira istond chanagide making	Mixed feelings
Correct aag helidri bro .. aa lfr ge tiktok ilde idre uta nidde baralla ansatte	Mixed feelings
Super song Jai DBoss	Positive
Super your video  nice	not-Kannada
All the best...... avane shrimannarayan ..team......rakshit shetti sar......frm yash bass fan	Positive
tick tock bian aagle beku	Positive
Super sir yentha mathu nivu sir nijavada tik tok bagge thilekondirodu	Positive
haudu kannadati bhuwan avre.jai karnataka mate.jai bhuvaneshwari tayi.jai kannadig.jai kannadati kana kanadallu kannada.kannadave satya.kannadave nitya. sirigannadom gelge. sirigannadom balge.kannadad bhakt shivaram gaud mandya.6363014117.8296261615.	unknown state
Super.... kerala Rakshith shetty fans like maadi. ലൈക്ക് അടിക്കൂ സുഹൃത്തുക്കളെ...	not-Kannada
nijawagiu  adbhut heartly heltidini... plz avrigella namma nimmellara supprt beku	Positive
Heliro prati ondu point super brooo adrallu yaro obba yallo eno agidakke tiktok ban madavre anta helidnalla avnige saryagi uttara kottidira super nivu	Negative
in 10m view 224k likes..i think highest likes for less views in kannada...	not-Kannada
RSS avaru thumba danger. Avara bhagge ondu episode maadi sir	Negative
Song is ok.. but it looks remake of tiger zinda hai  song - swag se karoonga sab ka swagath..	Negative
Super  song	Positive
Trailer supernLast music like a Telugu movie raakshasudu	unknown state
Adru namboru thumba Jana edare sir	Positive
Nangu tumba ase movie nodbekanta adre movie near by yellu illa.	Negative
Sakkatt agine   kyakirsi  ugdidira  sir	Positive
niv helid nija star antha bere akotidru karma	Positive
haudu sar film souper duper njana yake baruttill andare nann prakaar karona vairas mula	Positive
Hahah baari guru	Mixed feelings
supper song	Positive
RS haadugalella haagene bro	Positive
Chindi broiiii e munde maklige naman desha bakthi kammi sayor yelo saythare e bevrcgalige tiktok mukya anthe	Negative
Nanu tiktak ballisilla avivekialu youtub nu... Kuda almadutidira nimmantorinda aellu agutte	Positive
Defenetely rakshit shetty	Mixed feelings
yudd madebeku odabardu katukar munde bhagavadgeete.....idu charitre srushtiso avataar	Positive
Ee movieyinda dodda mattada success siguthhe Prajwal sirge.	Positive
Super guru ninu	Positive
Shankar ashwath sir devaru  olledu madli sir nimge	Positive
Super hero prajval devraj I like I love hero but avara time sari ila adke avara movie hit agtila but ivarige vale director sigbeku benki hero prajval I love boss E cinema adru nimge success tandu kodali..devru idane munde nugta eri boss god bless you	Negative
Lockdown mugili relise madi bartivi sir	Positive
idu charitre srushtiso avataar....	Positive
Benki music..yarappa dislike madirodu.... mostly rasmika mandana fans irbeku...n🤭🤭🤣🤣🤣🤣songe he inge in movie nodudre...aste	Negative
kannadadha abimani jai karnataka all tha best comeback	Positive
Hi my friend	unknown state
We want grow Kannada industry	not-Kannada
@Kirankumarkk Gowda muchole sakku dengbeka bagsi	Negative
Jay Hind Jay Karnataka Mathe	not-Kannada
HistorynBefore sanvinAfter shanvi	unknown state
kannada moovie ge saport madi dayavittu	Positive
jad jad nakk...	Mixed feelings
pajju sar ge olle saksas siggly  tumba channagide triler	Positive
Release in Hindi pls	not-Kannada
souper sar i san nanigantu tumb i adu diffrent anth anicidare nan  feverett san agide kanri. vijay prakaash sar vais please more then peples watch this song super avane shrimannarayan. isht aadre like madi. isht agalillava sumne kutkolli yak sumne  dis like madtir	Positive
Spr song.ulti music	Positive
generannu moorierangiso video idu yaaru kud nambebedi obb vyakti 5000 varsh badukuvudu sadhayva   nimmage nive prashne madicolli.	Negative
All the Best sir...... devaru nimage olledu madli ... ellar jeevandalli elu bilu annodu idde irutte kasht annodu yaarigu bidolla baro kashtagainn dhairyadind edurisore nijavad hirogalu	Positive
#idu charitre srrushtisuv avataar nBaground music 🤺🤘	Positive
Bro nanage tumba bejar agide namm sainikar savinind .china davargi buddi kalsek bro ..	Positive
@sumya kulkarni nivu brahmanaragi intercast marriage agoke dairya idena ? Never.	Negative
nachike agtide nange enthado dod dod heros movi chennagildiddruu  odtave	Negative
souper san rakshit shettiyavare mattu souper tallent	Positive
O my god	not-Kannada
kannadad ondu adbhut cinema diyaintumba dinadind i chitrad bagge keluttidde adare iwattu nodede.nAhA... heg aa nide9shakanannu  hagu chitrad pramukh patragainn vana9ne madebeku antah gottagattill .nyAvuxe abbarvill	Positive
Super bro	not-Kannada
@vinay vinu ivnu yaar guru nandelli idli antawne	Mixed feelings
@Siddesh Kumar thankyou sir	not-Kannada
sar nim tandeyawar abhinaya nodta idre eno haledella nenapige bandu alu barutte.. aa reeti manassanne karagiso kale avarallittu. antahavar maganagi huttiddu nimm poorv janmad punya andru tappagutte.. olkedagli sar.. elru sayode.. alliveregu khushiagirbeku ashte..! devr olled madli nimge	Positive
de bass abhimanigarind nSuBa arike	Positive
Puneet ge  power star sari shivannange hyatrik sari	Negative
Re release Maadi	Positive
Movie super and climax chapper	Mixed feelings
Nev hing madodhakene... nav udhara agthilla....	Negative
@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs boli magane nin appan third a	Negative
Navalla guru politicians change agbeku kachda galu	Positive
innu inth olle sans idave anth gottill souper sans	Positive
Bro  bahudinagal  aase  faliti sitam	Positive
2019 ralli i kathe yaar yaar kelirepa	Positive
Super avanu helidanalla yelo galate ante avanu sikudre japli yelo togoduu odibeku tuuu.nNivu inu roste madtairi..nJai creative kannadiga..	Positive
souper guru ugiri tick tac ge	Mixed feelings
Music ultimate guru estu saari keldru kelbeku ansuthe	Positive
Nam antha talent ge bele ilaa	Negative
Super hero kannada in raksit	Positive
Movie supper sir	Positive
Sir nivu bare swalpa sulu heleteraa	Negative
Anna nin padha Xerox kodanna	Positive
Matte Hands up enu?	unknown state
Once again again	not-Kannada
En song Guru... Namma Narayana Namma hemme all India fidha agibitdhe nimge ....	Positive
Nammuralli bandidda nane One-up coffee bread kottu kalsde.....	unknown state
Awesome movie sir	Positive
@nkn havali nin astu urkondilla pa	Negative
nam d boss shot kku sam illa...magane... avun madid filam ashtu expiriens agill tullare matadthiya hadaragitti magane....  lo mari evrella one film madi buildup tagotare... avru fast filam alle krege hutti hakidavaru.... avru fast filam (megestic )filam rilies aadag.. nin tunni innu baltu  irlill goobe tullige huttid bozimagane nimm awv sule	Positive
tumba channagi moodi bandide mattu nirikshe huttisuvantide. cinema bidugadege kayutteve. odaleyadagali	Positive
@MT T sorry guru nangu avlu adre agalla adke solpa campare mad de..	Negative
Tik tok ban I'm full Full Happ bro ..hage pubg nu ban hagbittre Nana kushige paarave illa	Positive
Namma devaru nimma devaru anta andkollodu samanyane.	Positive
Tik talkgintha nivu mado roast  best guru	Positive
Dislikers are not real kannadigas	Negative
Woooooooowwwwwwoooooooowwwwooo rakshith shetty bro	not-Kannada
I am full happy	not-Kannada
Supar sir nevu	Positive
Nandini Parthasarathi d bass ge jai	unknown state
Ella kannada abhimanigalu kelebekada hasya chataki	Positive
En dailouges guru nsuper gurunYou rocking gurunNin dailouges keludmele nim channel subscribe maadthiddeeni hinge continue maadu gurunInnondibru dingurbilligalu tiktok li buildup kodthidru avrnu ee videodalli topgersidre chanaagirthitthu	Positive
diya best movie in kannada. what a acting superb <3	Positive
En super movie sir edu....ond ond seen kuda mans mutto tara ede	Positive
Music director  u r osm	not-Kannada
Signature step	unknown state
Nijavaglu Satya sir	unknown state
YouTube nali upload agiroduna modhlu delete madsii	Negative
After #marakkar trailer	unknown state
Super Song Sir.	not-Kannada
china enna utpadane  madli ninu ninadesh utpadane madid vastegalu upyogisu  namm gint doddadenu all  bharatiyarannu  ninn ati budivantikeind kinchaparichabed	Negative
eradu olleya vishayagalu agabeku ivagason1. diya matte rilies agabekuton2. korona niyantran agabeku.	Positive
