text_clean	y
ಸಪರ ಮರ ಎಜಯಬಲ	not-Kannada
ಚರತರ ಶರಷಟಸ ಅವತರ	Positive
ರಕಷಸನ ಥಮಲ ಬಗಮ	not-Kannada
ಬಟ ಗರ	unknown state
ಒದಕಕತ ಹಚಚ ಬರ ಕಳದವರ ಲಕ ಮಡ	Positive
ಸಪರ ಅನನ ಟಬ ಚನಗ ಉಗದಡರ	Negative
ಪಬಜ ಸಟಕರಯ ಕನ	Mixed feelings
ಪವನ ಕವ ಹಪಪ ಸಡ	not-Kannada
ಶಪ ಕತತವನ ಕಷಣ ಇವಗ ಬಧಕಲಲ ಅತವರ	Negative
ಕರನಟಕ ಬಟಟ ಬರ ಕಡ ಪರಮಷನ ಮಡರಪಪ ಸಮನ ಇತ ಮವ ಹಳ ಮಡಬಡ	Negative
ವಲ ಸಯದ ಬರ	not-Kannada
ಬಸ ಫಸ ಕಡ ಇಡ ಅಲ ಬಸಟ ಪರಜಜ	Positive
ಶತ ಇವರನಲ ಬರಡರಗ ಕಲಸಬಕ ಗಟಗಟಟ	Negative
ಧ ಪ ಅಚಛಗನನಡ	unknown state
ಬರ ಸರ ಆಡ ಮತ ನಗ ಈತರ ಟರಲ ಮಡಡ ಎಲಲ ಇಷಟ ಅಗಟರಲಲ ಫಸಟ ಟಮ ನಮಮ ವಡಯಸ ನದ ಸಕಕತ ಕಶಠಏಟ ಙಡ ಊರ ವಡಯ ರಯಲ ಗವ ಗಡ ಮಗ	Mixed feelings
ದಫರಟ ಸಗ	unknown state
ವಲ ಸಯದ ಸರ	Positive
ಲಸಟ ನಲಲ ಸಪನ ಎಸಯದ ಪಕಕ ಕಡರ ಕಷಣ ರಶಬಶಟ ಸರ	Positive
ಏನದರ ತಪಪದದರ ಕಷಮ ಇರಲನಹಗ ಸಪಪರಟ ಮಡತರ ನನ ನಮಗ ಎಟರಟನಮಟ ಕಡತರತನನಹಗ ಇನಸತಗರಮ ಅಲಲ ಕಡ ಫಲ ಮಡನ	Positive
ಚತರ ಪರಜವಲ ಕಯರಯರ ಚಜ ಮಡ ಹಗ ಕಣತದ ರಕ ಭಯ ಯಶ ಅಭಮನಗಳ ಕಡಯದ ಶಭಶಯಗಳ	Positive
ಬಸವರಜ ಕಚರಡಡ	unknown state
ಬಕಜ ಕನನಡ ಮವಸ ಅರ ನಟ ಪರದಸಗ ಗಡ ಮವಸ	Negative
ŕäವîñđŕå_02_ಗøವđřú ಬರ ಏವನ ವನಕತಶ ಕಲಕರನ ಕಮಟಸ ಗ ರಪಲಯ ಮದಡನ ಅದನನ ಓಡದರ ನನ ಎಡಕಶನ ಫಲಪ	Negative
ಯನಲಬಕ ಗಥಗಟಲಲ ನಮ ಸವಬಮನಕಕ ಓದ ಸಲಮ ಸರ	Positive
ಮಜ ಕ ಹಆ	unknown state
ಹಕ ಸಟಪ ಇಸ ಅವಸಮ	not-Kannada
ಶವ ಪರಕಶ ಏನ ಗರ ನನನ ಪರಬಲಮ ಊ	Negative
ಕಲಪರತ 3	unknown state
ಗರ ಸಪಪರ ನವ	Mixed feelings
ತಗರ ತಪಪ ನಕಕ ನಗಸವ ಕಥನ	Positive
ಮಗ ನನ ಪರಸಬದಧ ನರಪಣ ಗ ಫದ ಆಗದ ನಯ ಸಬಸಕರಬ ಮಗ ಸಪರಬ	Positive
ದವ ಸರಜ ಹತ ಲಕನರಕಷತ ಶಟ ಕಮಟಸನ	Mixed feelings
ಐ ಲಕ ಸರ	not-Kannada
ಲವ ಮವ ನಮ ಬರಗಟಟರ ಜನ ಲಕ ಮಡತರ ಹಗಳಕನ ಕಡತರ ಸರ ಬಟ ಇದಲಲ ಮವ ಗ ಕಡತ ಇರ ಲಕ ಅಲಲ ಮವಲ ಇರ ಲವ ಸನ ಮತತ ಲವ ಡಲಗ ಗ ಅಷಟ ಹರಯನ ಹರ ಗ ಪರಪಸ ಮಡದರ ಸಕ ನಮ ಜನ ಬಸಟ ಮವ ಅತ ಹಳತರ ಬಟ ಮವಲ ತಬ ಫಲಟ ಇರತತ ಫಯಮಲ ನಡ ತರ ಇರಲಲ ದಯ ಮವ ತಬ ಬರಗ ಇದ ಫಯಮಲ ಜತ ನಡ ತರ ಇಲಲ ಮನಲ ಒಬನ ನಡಕ ಬಸಟ ಮವ ಗಳಲಲ ನನನ ಪರಕರ ದಯ ಕಡ ಒದ ಎಲಲರ ಆಕಟಗ ಸಪರ ಡಲಗ ಸಪರ ಬಟ ಓವರಲ ಮವ ಲ ಇಮಪರವಮಟ ಬಕ ಬಕ ಇಲಲದರ ಫಯಮಲ ನಡಲಲ ನಬಜರ ಮಡಕಬಡ ಇದ ನನನ ಅನಸಕ ಅಷಟ	Negative
ನದ ಪರಥಸರಥ ಒನ ನಟ ಸಗ	Negative
ಸಪರಗ ಹಲಲಏಡಯರ ಬರ	Positive
ಹ ಉ ಟಲಡ ನವ ಹಗ ಹಲತಯ ಬರ	Positive
ನನ ಫಲಮ ನದಲಲ	Negative
ಹ ದವರ ಒಳಳಯವರಗ ಯವಗಲ ಕಷಟ ಕಡದ ಸರ ನಮಗ ಒಳಳದಗಲಲ ಸರ	Positive
ಸಪರ ಕರಟವ ಕನನದಗ	Positive
ಸಪರ ಟಗರ ತಪಪ	Positive
ವರಪರಸದ ಕ ಕ ಬಗ ದರಶನ ಫನನತರ ದರಶನ ಸರ ಹಲಕಟದರ ಬರ ಹರ ಗಲನ ಬಏರ ಅತನನಸಮನ ಯಕ ಬರ	Mixed feelings
ಡಚಚ ಬಸ ನನ ಅದನನ ಹದಕತ ಇದನ	Mixed feelings
ಸಕಕತ ಮತ	Positive
ನನ ಲಸಟ ಡಯಲಗ ಲತ	Negative
ರಕಷತ ಸರ ಓ ಫರ ಬಕಒಲಡ ಆಯತ ಹ ದಗರ ಇತ ಓಲ ವಕತ ಗ ಸಗಲಲ	Positive
ಹಡ ಟಬ ರವಲ ಮದ ಬತರ	Mixed feelings
ಒದಳಳ ಚತರಕಕ ರತ ಚತರಮದರ ಸಮಸಯ ಆಗಬರದ	Negative
ಸಪರ ಬರ	not-Kannada
ಹ ನಮ ಮನಗ ಬದದ	Negative
ಊರ ಜಸಟ ಓವಮ ಮನ	not-Kannada
ಸರ ಸಲ ವಡಯ ಟಮ ಕಡಮ ಮದ	Negative
ಶಕರ ಅಶವಥ ಸರ	unknown state
ಅಜನಶ ಉ ದಯತ	Mixed feelings
ಟಕ ಟಕ ಬನ ನನ ಕಚ ಸದಪ ಫನ ಎಗಡ ಕಮಟ ಮದ	Positive
ಬಯ ಬಡಕಬಕ ಹಡ ಕಳದರ	Negative
ಮವ ಇಸ ಅವಸಮ	Positive
ಹಯಡಸ ಉಪ ಕನನದಗರ	Mixed feelings
ತಗರ ತಪಪ ಸಪರ ಹಸಯ ಕಥ	Positive
ರಕಷತ ಶತತರ ಅದಭತ ಕನನಡ ಪದ ಬಲಕದವರ ಹಗ ಬದ ಕನನಡ ಚತರರನಗವನನ ಬಡಕಸತತದದರ	Mixed feelings
ನನಸನಸ ಕನನಡ ರಸಟ	Negative
ನವ ಲಕಷಮಶವರ ದವರ ನಸಪರ	Positive
ಧರವ ಬಸ ಅಭಮನಗಳ ಲಕ ಮಡ	unknown state
ಐ ಲವ ಇಡಯ	not-Kannada
ರಕಷತ ಶಟ ನಜವದ ಅಭಮನಗಳ ನಮಮ ಚಯನಲ ಗ ಸಬಸಕರಬ ಅಗನ	Positive
ಸಪರ ಅಗ ಹಲದಯ ಗರ	Positive
ಡಶಭ ಬಳಗರರ ಮತ ಹಗಗ ಹಲ ಉಡಷಟ ರಚ ನನ ಬಲಯದದಲ ಹಸಯ ಕಥಗಳನನ ಕಳತತ ಬಳದವನ	Positive
ಅಲಟಮತ ಬರ ನಸ ಮಗ	not-Kannada
ರಜ ತ ಯಸ	unknown state
ನಜ ಇಷಟ ಚನನಗ ಹಳದರ	Mixed feelings
ಅಜತ ಸ ಶಟ ಅಪಪರಇಯಟ ಮದಟದನ ಗರ	Negative
ಸಪರ ಅನನ ಸಪರ	Positive
ನಸ	not-Kannada
ಸಪರಬ ಸಗ ನಗ ಎಸತ ಏಟ	Positive
ಮಡರ ಮಕಳಗ ಸರಯಗ ಉಗದದದಯ ಗರ	Negative
ಸರ ನನ ವಸಖಪತನಮ ಲ ಇರಧ	unknown state
ಹಹನನದದ ಸಗ ಕಹ ಹಯ	not-Kannada
ಎಸ ಸಪರ ಸಗ	Positive
ಗಣಶ ಭಟ ಬಡವ ಅವಶಯಕತ ನನನಗ ಇಲಲಪಪ ಬಕದರ ನನ ಬ ಪರ ಅಗ ಉಟ ಹಕತನ	Negative
ಪಲಜ ಸರ ಉ ಗರಟ	not-Kannada
ಅದಭಥ ಸತಯ	Positive
ವ ಹತ ರಶಮಕ ಮದನ ಲಕ ಹರ	unknown state
ವಹಟ ಮಕಗ ಸಪಪರ ರಕಷತ ಶಟ ಬರಊರ ಗನಯಸನಮ ಕನನಡ ಇಡಸಟರ ಆಡ ಕನನದಗರ ಯರಗ ಯವಧರಲಲ ಕದಮ ಎಲಲ ಹತಸಪ ಸರ	Positive
ಪಲಜ ದಯವತತ ಕನನಡ ಫಲಮ ಇಡಸಟರ ಯಲ ಇವಗ ಫಲಮ ಗಲಲಲ ಚನಸ ಕದಡ ಯಪಪ	Positive
ಇಬಬರ ಕಳಳರ	Positive
ಹಯಡಸ ಉಪ ಕ ಹದ ವರಷನ ಭ ಉಪಲಡ ಕರಡ ಯರ ಪಲಝಜ	not-Kannada
ಹದ ಹಲಯ ಗಚಚ ಗಚಚ ಗಲ ಗಲ ಹಡ	Negative
ಸಗ ಲಕ ಕಟಗಬಬ 2 ಟರಯಕ	unknown state
ಸಪರ ಟಗರ ತಪಪ	Positive
ಎಕಸಲಟ ಮವ ಮ ಫವರಟ ಮವ	Positive
ಸಪರ ಬರ ಬಕತ ಚನ	unknown state
ಸಪರ ಸಗ	not-Kannada
ಕನನಡ ಹಮಮಯ ಮತದ ಚತರ	Positive
ಇದ ಚರತರ ಸಷಟಸ ಅವತರ	Positive
ನದ ಪರಥಸರಥ ಲ ಲಫರ ಮಡ ನದನ ಮನಲ ಹಳಬಟಟ ಬದದಯ ತನ ತ ಲಫರ ಮಡ ಯಕ ಬಕ ನಗ ಇವಲಲ ಹದರಗತತ	Negative
ದಯ ಅವಸಮ ಫಲಮ ಜನ ಬರಡಕಕ ಇದರಡಡ ಪರಚರ ಸವಲಪ ಕಮಮ ಆಯತ ಅನನಸಥಡಇಸತ ಓಲ ಮವ ಗ ಜನ ಬರಲಲ ಆಡರ ಬರ ರಜಸನ ಯನಡಕಲವ ಫಲಮಸ ಒಲದಲಡದರ ಕಲ ಪರಚರದಡಲ ಹತ ಅಗತಥ	Mixed feelings
ಫಲಮ ಬರ ಎಡ ಆಟ ಗರ ನಡಲ ಬಕ	Positive
ಲವ ದರಲಗ	unknown state
ಸಗ ಗ ಡಸಲಕ ಯಕರ ಮಡಇರ ಇಸಟಡ ಚನಗಡ ಮಕಗ	Mixed feelings
ಕರಕಟ ಹಲದರ ಬರ ಲಫರ ಗ ಟಕತಕ ಈಲಡ ಉತ ನಡಡ ಬರಲಲ ಅನಸತತ	Mixed feelings
ಸಪರ ಸಗ ಜಐ ಡಬಸ	Positive
ಸಪರ ಯರ ವಡಯ ನಸ	not-Kannada
ಅಲ ಬಸಟ ಶರಮನನರಯಣ ಟಮರಕಷತ ಶಟಟ ಸರಫರಮ ಯಶ ಬಸ ಫಣ	Positive
ಟಕ ಟಕ ಬಯನ ಆಗಲ ಬಕ	Positive
ಸಪರ ಸರ ಯನಥ ಮತ ನವ ಸರ ನಜವಡ ಟಕ ಟಕ ಬಗಗ ತಲಕದರಡ	Positive
ಹದ ಕನನಡತ ಭವನ ಅವರಜ ಕರನಟಕ ಮತಜ ಭವನಶವರ ತಯಜ ಕನನಡಗಜ ಕನನಡತ ಕಣ ಕಣದಲಲ ಕನನಡಕನನಡವ ಸತಯಕನನಡವ ನತಯ ಸರಗನನಡ ಗಲಗ ಸರಗನನಡ ಬಳಗಕನನಡದ ಭಕತ ಶವರಮ ಗಡ ಮಡಯ63630141178296261615	unknown state
ಸಪರ ಕರಳ ರಕಷತ ಶಟ ಫಸ ಲಕ ಮದ ലകക അടകക സഹതതകകള	not-Kannada
ನಜವಗಯ ಅದಭತ ಹರಟಲ ಹಲಟದನ ಪಲಜ ಅವರಗಲಲ ನಮಮ ನಮಮಲರ ಸಪರಟ ಬಕ	Positive
ಹಲರ ಪರತ ಓದ ಪಯಟ ಸಪರ ಬರ ಅದರಲಲ ಯರ ಓಬಬ ಯಲಲ ಎನ ಅಗದಕಕ ಟಕತಕ ಬನ ಮದವರ ಅತ ಹಲಡನಲಲ ಅವನಗ ಸರಯಗ ಉತತರ ಕಟಟದರ ಸಪರ ನವ	Negative
ಇನ 10ಮ ವಊ 224ಕ ಲಕಸಐ ತಕ ಹಘಸಟ ಲಕಸ ಫರ ಲಸ ವಊಸ ಇನ ಕನನಡ	not-Kannada
ರಸ ಥಬ ದಗರ ಭಗಗ ಓದ ಎಪಸಡ ಮದ ಸರ	Negative
ಸಗ ಇಸ ಓಕ ಬಟ ಇತ ಲಕ ರಮಕ ಆಫ ಟಗರ ಜದ ಹ ಸಗ ಸವಗ ಸ ಕರಗ ಸಬ ಕ ಸವಗತ	Negative
ಸಪರ ಸಗ	Positive
ತರಲರ ಸಪರನಲಸತ ಮಯಸಕ ಲಕ ತಲಗ ಮವ ರಕಷಸದ	unknown state
ನಬರ ಥಬ ಜನ ಎದರ ಸರ	Positive
ನಗ ಟಬ ಅಸ ಮವ ನಡಬಕತ ಮವ ನರ ಬಯ ಯಲಲ ಇಲಲ	Negative
ಸಕತತ ಅಗನ ಕಯಕರಸ ಉಗದದರ ಸರ	Positive
ನವ ಹಲದ ನಜ ಸಟರ ಅತ ಬರ ಅಕಟದರ ಕರಮ	Positive
ಹದ ಸರ ಫಲಮ ಸಪರ ಡಪರ ನಜನ ಯಕ ಬರತತಲಲ ನನನ ಪರಕರ ಕರನ ವರಸ ಮಲ	Positive
ಹಹ ಬರ ಗರ	Mixed feelings
ಸಷಪರ ಸಗ	Positive
ಹದಗಲಲಲ ಹಗನ ಬರ	Positive
ಚಡ ಬರಈ ಮಡ ಮಕಲಗ ನಮನ ದಶ ಬಕತ ಕಮಮ ಸಯರ ಯಲ ಸಯತರ ಬವರಕಗಲಗ ಟಕತಕ ಮಕಯ	Negative
ನನ ತಕತಕ ಬಲಸಲಲ ಅವವಕಯಲ ಯತಬ ಕಡ ಅಲಮದತದರ ನಮಮತರಡ ಏಲಲ ಅಗಟಟ	Positive
ಡಫನಟಲ ರಕಷತ ಶಟ	Mixed feelings
ಯದದ ಮಡಬಕ ಓದಬರದ ಕಟಕರ ಮದ ಭಗವದಗತಇದ ಚರತರ ಸಷಟಸ ಅವತರ	Positive
ಮವಯದ ದಡಡ ಮಟಡ ಸಕಸಸ ಸಗಥಹ ಪರಜವಲ ಸರಜ	Positive
ಸಪರ ಗರ ನನ	Positive
ಶಕರ ಅಶವತ ಸರ ದವರ ಒಲಡ ಮದಲ ಸರ ನಗ	Positive
ಸಪರ ಹರ ಪರಜವಲ ದವರಜ ಐ ಲಕ ಐ ಲವ ಹರ ಬಟ ಟಮ ಸರ ಇಲ ಅಢಕ ಮವ ಹತ ಅಗಟಲ ಬಟ ಇವರಗ ವಲ ದರಕಟರ ಸಗಬಕ ಬಕ ಹರ ಪರಜವಲ ಐ ಲವ ಬಸ ಸನಮ ನಗ ಸಕಸಸ ತಡ ಕಡಲದವರ ಇಡನ ಮಡ ನಗತ ಏರ ಬಸ ಗಡ ಬಲಸ	Negative
ಲಕಡನ ಮಗಲ ರಲಸ ಮದ ಬಯರತವ ಸರ	Positive
ಇದ ಚರತರ ಸಷಟಸ ಅವತರ	Positive
ಬಕ ಮಯಸಕಯರಪಪ ಡಸಲಕ ಮದರಡ ಮಸಟಲ ರಸಮಕ ಮದನ ಫಸ ಇರಬಕನಸಗ ಹ ಇಗ ಇನ ಮವ ನಡದರಆಸತ	Negative
ಕನನಡದ ಅಬಮನ ಜಐ ಕರನಟಕ ಅಲ ಥ ಬಸಟ ಕಮಬಕ	Positive
ಹ ಮ ಫರಡ	unknown state
ವ ವತ ಗರ ಕನನಡ ಇಡಸಟರ	not-Kannada
ಕರಕಮರಕ ಗವಡ ಮಕಲ ಸಕಕ ಡಗಬಕ ಬಗಸ	Negative
ಜಯ ಹದ ಜಯ ಕರನಟಕ ಮಥ	not-Kannada
ಹಸಟರನಬಫರ ಸವನಫಟರ ಶನವ	unknown state
ಕನನಡ ಮವ ಗ ಸಪರಟ ಮಡ ದಯವಟಟ	Positive
ಜಡ ಜಡ ನಕಕ	Mixed feelings
ಪಜಜ ಸರ ಗ ಒಳಳ ಸಕಸಸ ಸಗಲ ತಬ ಚನನಗದ ಟರಲರ	Positive
ರಲಸ ಇನ ಹದ ಪಲಸ	not-Kannada
ಸಪರ ಸರ ಸಗ ನನಗತ ತಬ ಆಡ ದಫಫರಟ ಅತ ಅನಸದರ ನನ ಫವರಟ ಸಗ ಆಗದ ಕಣರ ವಜಯ ಪರಕಶ ಸರ ವಯಸ ಪಲಸ ಮರ ತ ಪಪಲಸ ವಚ ಥಸ ಸಗ ಸಪರ ಶರಮನನರಯಣ ಇಷಟ ಆದರ ಲಕ ಮಡ ಇಷಟ ಆಗಲಲಲವ ಸಮನ ಕತಕಳಳ ಯಕ ಸಮನ ಡಸ ಲಕ ಮಡತರ	Positive
ಸಪರ ಸಗಉಲಟ ಮಯಸಕ	Positive
ಜನರನನ ಮರಖರನಗಸ ವಡಯ ಇದ ಯರ ಕಡ ನಬಬಡ ಒಬಬ ವಯಕತ 5000 ವರಷ ಬದಕವದ ಸಧಯವ ನಮಮಗ ನವ ಪರಶನ ಮಡಕಳಳ	Negative
ಅಲ ಬಸಟ ಸರ ದವರ ನಮಗ ಒಳಳದ ಮಡಲ ಎಲಲರ ಜವನದಲಲ ಏಳ ಬಳ ಅನನದ ಇದದ ಇರತತ ಕಷಟ ಅನನದ ಯರಗ ಬಡಲಲ ಬರ ಕಷಟಗಳನನ ಧರಯದದ ಎದರಸರ ನಜವದ ಹರಗಳ	Positive
ಇದ ಚರತರ ಸರಷಟಸವ ಅವತರ ನಬಗರಡ ಮಯಸಕ	Positive
ಬರ ನನಗ ಟಬ ಬಜರ ಅಗಡ ನಮ ಸನಕರ ಸವನದ ಚನ ದವರಗ ಬದದ ಕಲಸಕ ಬರ	Positive
ಸಮಯ ಕಲಕರನ ನವ ಬರಹಮಣರಗ ಇಟರಕಸತ ಮಯರಜ ಅಗಕ ಡರಯ ಇದನ ನವರ	Negative
ನಚಕ ಅಗಟಡ ನಗ ಎಥಡ ದಡ ದಡ ಹರಸ ಮವ ಚನನಗಲದದದರ ಒಡಟವ	Negative
ಸಪರ ಸಗ ರಕಷತ ಶಟಟಯವರ ಮತತ ಸಪರ ಟಯಲಟ	Positive
ಓ ಮ ಗಡ	not-Kannada
ಕನನಡದ ಒದ ಅದಭತ ಸನಮ ದಯನತಬ ದನದದ ಚತರದ ಬಗಗ ಕಳತತದದ ಆದರ ಇವತತ ನಡದನಆಹ ಹಗ ನದ೯ಶಕನನನ ಹಗ ಚತರದ ಪರಮಖ ಪತರಗಳನನ ವಣ೯ನ ಮಡಬಕ ಅತ ಗತತಗತತಲಲ ನಯವದ ಅಬಬರವಲಲ	Positive
ಸಪರ ಬರ	not-Kannada
ವನಯ ವನ ಇವನ ಯರ ಗರ ನದಲಲ ಇಡಲ ಅತವನ	Mixed feelings
ಸದದಶ ಕಮರ ತಕಯ ಸರ	not-Kannada
ಸರ ನಮ ತದಯವರ ಅಭನಯ ನಡತ ಏನ ಹಳದಲಲ ನನಪಗ ಬದ ಅಳ ಬರತತ ರತ ಮನಸಸನನ ಕರಗಸ ಕಲ ಅವರಲಲತತ ಅತಹವರ ಮಗನಗ ಹಟಟದದ ನಮಮ ಪರವ ಜನಮದ ಪಣಯ ತಪಪಗತತ ಒಳಳದಗಲ ಸರ ಎಲರ ಸಯದ ಅಲಲವರಗ ಖಷಯಗರಬಕ ಅಷಟ ದವರ ಒಳಳದ ಮಡಲ ನಮಗ	Positive
ಡ ಬಸ ಅಭಮನಗಳದ ನಶಭ ಆರಕ	Positive
ಪನತ ಗ ಪವರ ಸಟರ ಸರ ಶವನನಗ ಹಯತರಕ ಸರ	Negative
ರಲಸ ಮದ	Positive
ಮವ ಸಪರ ಆಡ ಕಲಮಯಕಸ ಚಪಪರ	Mixed feelings
ನವ ಹಗ ಮದಧಕನ ನವ ಉಧರ ಅಗಥಲಲ	Negative
ಸᴀɴᴅᴀʟᴡᴏᴏᴅ ಸᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇಸ ಬಲ ಮಗನ ನನ ಅಪಪನ ಥರಡ	Negative
ನವಲಲ ಗರ ಪಲಟಸಹಸ ಚಗ ಅಗಬಕ ಕಚಡ ಗಲ	Positive
ಇನನ ಇಥ ಒಳಳ ಸಗಸ ಇದವ ಅತ ಗತತಲಲ ಸಪರ ಸಗಸ	Positive
ಬರ ಬಹದನಗಳ ಆಸ ಫಲತ ಸತಮ	Positive
2019 ರಲಲ ಕಥ ಯರ ಯರ ಕಳರಪ	Positive
ಸಪರ ಹಲದನಲಲ ಯಲ ಗಲಟ ಆಟ ಸಕಡರ ಜಪಲ ಯಲ ಟಗಡ ಓಡಬಕ ತನನವ ಇನ ರಸಟ ಮದಟರನಜ ಕರಟವ ಕನನದಗ	Positive
ಸಪರ ಗರ ಉಗರ ಟಕ ಟಯಕ ಗ	Mixed feelings
ಮಯಸಕ ಅಲಟಮತ ಗರ ಎಸತ ಸರ ಕಲಡರ ಕಲಬಕ ಅನಸಥ	Positive
ನಮ ಅತ ತಲತ ಗ ಬಲ ಇಲ	Negative
ಸಪರ ಹರ ಕನನಡ ಇನ ರಕಸತ	Positive
ಮವ ಸಷಪರ ಸರ	Positive
ಸರ ನವ ಬರ ಸವಲಪ ಸಲ ಹಲತರ	Negative
ಅನನ ನನ ಪಧ ಜರಕಸ ಕದನನ	Positive
ಮಟ ಹಯಡಸ ಉಪ ಏನ	unknown state
ಓನಸ ಅಗನ ಅಗನ	not-Kannada
ಏನ ಸಗ ಗರ ನಮಮ ನರಯಣ ನಮಮ ಹಮಮ ಅಲ ಇಡಯ ಫಧ ಅಗಬಟಧ ನಗ	Positive
ನಮಮರಲಲ ಬದಡಡ ನನ ಓನಉಪ ಕಫ ಬರಡ ಕಟಟ ಕಲಸಡ	unknown state
ಅವಸಮ ಮವ ಸರ	Positive
ನನ ಹವಲ ನನ ಅಸತ ಉರಕಡಲಲ ಪ	Negative
ನಮ ಬಸ ಶಟ ಕಕ ಸಮ ಇಲಲಮಗನ ಮಡದ ಫಲ ಅಷಟ ಎಕಸಪರಯನಸ ಆಗಲಲ ತಲಲರ ಮತಡತಯ ಹದರಗತತ ಮಗನ ಲ ಮರ ಎವರಲಲ ಓನ ಫಲಮ ಮದ ಬಲಡಪ ತಗತರ ಫಸಟ ಫಲ ಅಲಲ ಕರಜ ಹಟಟ ಹಕದವರ ಫಸಟ ಫಲ ಮಜಸಟಕ ಫಲ ರಲಸ ಆದಗ ನನ ತಣಣ ಇನನ ಬಲತ ಇರಲಲಲ ಗಬ ತಲಲಗ ಹಟಟದ ಬಳಮಗನ ನಮಮ ಅವವ ಸಳ	Positive
ತಬ ಚನನಗ ಮಡ ಬದದ ಮತತ ನರಕಷ ಹಟಟಸವತದ ಸನಮ ಬಡಗಡಗ ಕಯತತವ ಒಳಳಯದಗಲ	Positive
ಮಟ ತ ಸರ ಗರ ನಗ ಅವಲ ಅಗಲಲ ಅಢಕ ಸಲಪ ಕಯಪರ ಮದ ಡ	Negative
ಟಕ ಟಕ ಬನ ಐಮ ಫಲ ಫಲ ಹಪಪ ಬರ ಹಗ ಪಬಗ ಬನ ಹಗಬಟಟರ ನನ ಕಶಗ ಪರವ ಇಲಲ	Positive
ನಮಮ ದವರ ನಮಮ ದವರ ಅತ ಆಡಕಲಲಡ ಸಮನಯನ	Positive
ಟಕ ಟಕಗನಥ ನವ ಮಡ ರಸತ ಬಸಟ ಗರ	Positive
ಡಸಲಕರಸ ಅರ ನಟ ರಯಲ ಕನನದಗಸ	Negative
ವವವವವಊ ರಕಷತ ಶಟ ಬರ	not-Kannada
ಐ ಆಮ ಫಲ ಹಪಪ	not-Kannada
ಸಪರ ಸರ ನವ	Positive
ನದನ ಪರಥಸರಥ ಬಸ ಗ ಜಐ	unknown state
ಎಲಲ ಕನನಡ ಅಭಮನಗಲ ಕಲಬಕಡ ಹಸಯ ಚತಕ	Positive
ಏನ ಡಲಗಸ ಗರ ನಸಪರ ಗರನಯ ರಕಗ ಗರನನನ ಡಲಗಸ ಕಲಡಮಲ ನಮ ಚನನಲ ಸಬಸಕರಬ ಮದಥದದನ ಹಗ ಕಟನ ಮದ ಗರನನನಡಬರ ದನಗರಬಲಲಗಲ ಟಕತಕ ಲ ಬಲಡಪ ಕಡತದರ ಅವರನ ವದವದಲಲ ಟಪಗರಸಡರ ಚನಗರತಟಠ	Positive
ದಯ ಬಸಟ ಮವ ಇನ ಕನನಡ ವಹಟ ಅಕಟಗ ಸಪರಬ 3	Positive
ಏನ ಸಪರ ಮವ ಸರ ಎಡಆಡ ಆಡ ಸನ ಕಡ ಮನಸ ಮತತ ತರ ಎಡ	Positive
ಮಯಸಕ ದರಕಟರ ಉ ಓಸಮ	not-Kannada
ಸಗನಯತರ ಸಟಪ	unknown state
ನಜವಗಲ ಸತಯ ಸರ	unknown state
ಯಟಬ ನಲ ಉಪಲಡ ಅಗರದನ ಮಧಲ ಡಲಟ ಮಡಸ	Negative
ಆಫಟರ ಮರಕಕರ ತರಲರ	unknown state
ಸಪರ ಸಗ ಸರ	not-Kannada
ಚನ ಎನನ ಉತಪದನ ಮಡಲ ನನ ನನದಶ ಉತಪದನ ಮಡದ ವಸತಗಳ ಉಪಯಗಸ ನಮಮ ಗತ ದಡಡದನ ಅಲಲ ಭರತಯರನನ ನನನ ಅತ ಬದವತಕಯದ ಕಚಪರಚಬಡ	Negative
ಎರಡ ಒಳಳಯ ವಷಯಗಳ ಆಗಬಕ ಇವಗನ1 ದಯ ಮತತ ರಲಸ ಆಗಬಕನ2 ಕರನ ನಯತರಣ ಆಗಬಕ	Positive
ನಮಮ ಭರತಡಲಲ ಬರನ ಹದ ಮಸಲಮಸ ಗ ಪ ಟಬ ಜಸತಓಗಟಟ ಎಲಲ ಹಗ ಎಡರ ಜಮನಡಲ ಚನ ಗ ಮರಸಕ ಅಗಲಲ	Mixed feelings
ಈಧ ಚರತರ ಸಷಟಸವ ಅವತರ	Positive
ಚದನ ಶಟಟ ಟರಲ ವಡಯ ನವ ನಡ ನಗಡಡ ನವ ಗಯರಟ	Positive
ನನನ ಗಲಬದ ಅನನತ ನತನ ಓರವ ರಕಷಸ	unknown state
ಸಪರ ಸಪರ ಸಪರ	not-Kannada
ನನ ಸಪರ ಗರ	Positive
ಟಗರ ತಪಪ ಸಪರ ಸಟರ	Positive
ತರಲರ ಸಪರ ಗರ	Positive
ಬಗಮ ಇಸ ಗಡ	unknown state
ಸಪರ ಅನನ	Positive
ಜಗದಶ ಗ ದಬಲ	unknown state
ನದ ಪರಥಸರಥ ಹಲಕಟ ಬಸಡ	Negative
ಹಯಡಸ ಉಪ	Positive
ಯರ ಇಲಲ ಮವ ನಡಕಡ ಬದದರ ಲಕ ಮದ	unknown state
